cleaned_text,Label
pembersih dan penyegar mustika ratu sudah terbukti bagus aman harga ok aku pakai sejak masih muda sampai sekarang sdh jadi eyang nggak mau ganti lainnya,positif
aku dapat murah banget lohh wanginya enak banget meskipun barangay agak lama but ist ok pokonya sukaa bangett,negatif
wanginya enak seger dan fresh cocok untuk harian semoga tahan lama wanginya,negatif
kembali ke merek lama untuk perawatan rambut semoga bisa konsisten pake nya,netral
suka banget dan halus gitu wangi nya khas banget berasa balik jaman dulu,netral
good,netral
cocokkk udah 2 tahun pakai iniii thanksss sellerr,netral
best seller bangttt,netral
enak ringan banget di bibir sperti tidak pakai lipstik ga bikin crack juga warna nya mate cantik,netral
packaging ny lucu warna ny pas d skin tone ku lumayan covergae light to medium klo d aku yg gk pke foundation maybe klo pke foundation lbh coverage dh,netral
bahan ringan lembut cocok pengiriman cepat respon cepat,netral
paketnya diterima dengan baik pengirimannya lumayan cepat thanks seller,netral
pengiriman cepat baru pertama kali coba mudah mudahan bagus dapat expired jauh wanginya enak,positif
baru pake sehari smoga cocok dan bisa menghilangkan bekas jerawat jar moistnya terlihat mewah dan isinya bnyakk,netral
udah beli yg kedua x nya di toko ini mantap,netral
barang sampai dengan aman semoga cocok,netral
cepet banget prosesnya meskipun malam2 sampai tujuan packing sangat rapi dan diterima dalam kondisi baik,netral
packing aman sesuai pesanan cocok utk d kulit yg sdh after fifty to sixty gercep bangeet malam pesan besoknya sampai trima kasih seller kurir tokped sukses,netral
terasa ringan di bibir warna tahan lama,netral
bahannya ringan gampang diserap warnanya bgus bgt dibibir aku lembab,netral
suka bgt dengan wangi biru samudra stlh menjelajah semua wanginya yg paling suka si biru pokoknya si biru best lah bagi kuh terimakasih scarlett dan tiktok,negatif
saya sangat puas,positif
highlighternya bener2 sekali usap sudah keluar banget hasilnya nampol abis waktu dicoba terlalu tebal sampai agak susah untuk dibersihkan jadi next cukup 1 kali usap s,netral
respon baik barang sesuai,netral
alhamdulillah cocok pakai ini sudah 3 tahun packingnya aman terima kasih seller,netral
terima kasih giftnya,netral
makasi ka cepet banget pengirimannya paket aman sesuai orderan,negatif
lipstik andalan sejak dahulu kala warna bagus ngga mudah luntur ngga bikin bibir kering,positif
cocok banget buat kulit skskskksjsjsjsjsksksk,netral
cepet nyampenya dan kita coba dulu ya apa bagus atau tidak nanti di kabarin lagi,positif
very fast respon barang datang sesuai dengan pesanan packing mudah2n aman karena pake bubble wrap juga,netral
wangi banget pengiriman lumayan cepet untuk ketahanan kurang tau semoga aja tahan lama awalnya ragu karena ada yang bilang wangi nya kaya bapa bala jum atan pas s,negatif
original dan packing aman,netral
terima kasih barang diterima dengan baik kualitas barang baik pengiriman cepat,netral
salah pesen niatnya powder foundation ternyt creme foundation aq fikir lengket dempul ternyata ringan bgt lmyn bs nutup flek di muka nyaman jg dipake utk h,netral
cocok untuk semua jenis kulit tekstur nya ringan,netral
ada endapan di leher botol dan warna nya keruh,netral
ini gift sih dikulit saya yang berminyak sangat cocok dan enak dipakai simple dan cepat menyerap juga,netral
barang datang dengan selamat dan sesuai,netral
thanks,netral
bagus banget finishingnya buat muka ga kaya dempul dan belang,positif
produk original skintific semoga istri senang dan cocok terima kasih seller dan kurir sukses selalu,netral
mantap pengiriman sangat cepat barang ori hg murah wangi lg best pokonya scarlet,negatif
pensil alis nya pigmented bgt dan cocok buat pemula,netral
pesanan sampe dgn aman tapi setelah pemakaian 1 minggu ternyata gak cocok dikulit saya muka saya jadi bruntusan,netral
super bagus bangett aku udah make ini hampir setengah botol rambut rontok jadi berkurang merangsang pertumbuhan anak rambut aku yg bertaun taun botak di depan sekarang,positif
mantap pengiriman cepat sukses selalu lapaknya,netral
pesanan sudah sampai dengan pengiriman yg cepat,netral
warnanya terang untung cocok di skintone saya,netral
baru mau coba hehe,netral
wangi,netral
respon cepat pengiriman cepat biasanya saya pake cleanser balm karena klo pake micellar water suka kering tapi pake ini nyaman banget dan berasa bersihnya,netral
paketnya sudah dateng walau kardusnya agaknrusak tapi dalemnya masih aman produknya cocok di aku suka pakenya nyaman juga di kulit tidak lengket terimakasih,netral
paketnya sdg dtg seperti biasanya pengiriman cepat dan emang semua parfum scarlet recomend semua saya sdh punya beberapa dan yg banana fusion juga ga kalah wangi next ord,negatif
product yang ditawarkan sesuai respond penjual cepat tanggap yang pastinya tidak kecewa jika beli disini,netral
pembelian yng ke 3 okey,netral
pengiriman cepat sekali mantap,netral
repurchase kesekian kali karena sesuka itu sama ss azarine seneng banget pas tau ada ukuran besarnya,netral
great customer service,netral
bahan nya ringan gampang meresap terus barang nya itu cepet banget datang nya 2hr udh dateng,netral
barang sesuai deskripsi fast response recommended seller,netral
sejauh ini sunscreen favorit ringan mudah diserap dan ndak ada white cast,netral
cocok banget buat base ombre paling masuk ke semua skintone menurutku tapi tetep harus lip prep pakai lipbalm lip mask karena lumayan bikin kering di bibir terutama untu,netral
cakep banget warnanya sayang california ternyata pucat tapi bisa dipakai sebagai base ombre di foto hallway atas tengah california bawah vixen dibikin juga kalau jad,netral
packing rapi dan aman pake bubble wrap wanginya soft banget suka,negatif
good produk good price,netral
untuk sejenis lippen glossy yg tahan banting ini yg paling ringan drpd merk lainnya,netral
kualitas produk biasa aja tulisannya extrait de parfum tp baunya ga tahan lama mending parfum isi ulang malah lebih tahan lama,negatif
wanginya enak bangettttttttttt tahan lama banget pokoknyaaa gausah ragu mau beli produk scarlettt meskipun ini po tapi cepet banget woyy datengnyaaa,negatif
murce dapet diskon jd cuma 24 5rb aja belum tau bagus ga soalnya biasa pake yang ijo mau coba yang ini,positif
barang sesuai pesanan,netral
barang sesuai pesanan cocok buat yg bibir kering hasil glossy alami,netral
parfume nya wangi polll pertahan kan kualitas parfumnya the best sihhh scarlett ini,negatif
makasih kak cocok dan bagus dipakainya,positif
baru mau coba yang peeling solution dari skintific semoga cocok,netral
barang sampai dgn aman tanpa penyok,netral
alhamdulillah parfum kesekian wanginya sedep selera aku 11 13 sama sweet memories velvet tapi sayang 1000 sayang cekot 2 kebelakang ini isi parfum cukup berkuran,negatif
sip,netral
produk ori dan dapat diskon packing aman dan rapi,netral
barang ori kemasan bagus pengiriman cepat puas bgt mana dpt harga diskon mantap,positif
super gercep sprti biasa seller ramah warna pas bngt dikulit mksh yaa,netral
sudah repurchase ke 2x dan sejauh ini cocok dan enak bgt di kulit aku yg berminyak dan berjerawat memudarkan bekas bekas jerawat tp dikit wajar karena ini cuma toner da,netral
ringan di kulit tipe combination sensitive ditimpa make up juga gak bikin longsor,netral
bagus banget coverage nya dan shade nya cocok dg kulit ku,positif
tahan lama bgt pake lipstik ini tp ttp glossy dpake makan juga masih stay cantik warna maroon nya cocok untuk ombre atau pun ga di ombre,netral
alhamdulillah paket nya sudah sampai pengiriman cepat dan packing rapih amann dan barangnya sesuai,negatif
proses cepat pengiriman cepat packing aman,netral
cs nya membantu banget pilihin shade dan emang cocok masalahnya pengirimannya walau udh pake bubble wrap tetep ada retak di bedaknya,netral
pembelian ke 3 tp kali ini yg ukuran 80gr,netral
wanginya masih oke cocok untuk rambut rontok ku semoga ampuh pemakaiannya gampang,netral
udah lama gak pake body butter mustika ratu dengan bau yang ini jadi aku pesen yang ini wangi bunga lily dan madunya terasa banget kulitnya jadi lembut banget kemasan,netral
bagus kemasan nya bentuk pensil brow nya bagus,positif
harga paling murah dibanding toko yang lain pengiriman cepat barang sesuai foto,netral
mantab barang sudah sampai thanks smoga makin sukses,netral
jujur baru kali pertama beli mo powerstay dan belom coba juga jadi belom tau kalo dipake di kulit medium netral undertone kayak apa moga bagus dan ga bikin pucat emang,positif
paket minyak zaitun nya udah sampai minyak nya wangi semoga cocok untuk wajah saya ya m,netral
tahan lama,netral
secinta itu sm make over glazed tahan lama bgt sampe punya 5 shades yg 1 shades dna udh abis jadi kubuang ini dapet shades d11 d16 cuma 150k hahahaha,netral
dapat harga diskon sangat melindungi kulit dari sinar matahari,netral
barang diterima lamaaa barang lain y diorder pd tgl tsb sdh lama diterima ada 3x pengembalian k sumur bandubg knp ya ga pnh spt ini paket ama kurir ditaruh diatas pi,netral
bagus dibuat oleh manusia dan hewan lainnya makanan hewan kucing dan hewan lainnya makanan hewan kucing dan hewan lainnya makanan hewan kucing dan hewan lainnya makanan h,positif
beli ke 2x nya cocok untuk kulit wajah makasih ya dapat bonus juga,netral
enak banget ringan ngga bikin cemang cemong keputihan,netral
warnanya persis yang kumau semoga nyaman di bibir gak bikin kering,netral
real pick pengemasan nya sangat baik kualitas produk bagus,negatif
micellar water dengan daya pembersih terbaik,netral
terbaik barang ori packing aman banget,netral
wow this lipstick is truly the bomb very nice texture and the color really stays thanks,netral
wanginya enak dan tahan lama,negatif
pesanan sesuai alhamdulillah dapet free produk lagi moist ini sangat cocok di aku pas aku kasih tau temen kalo dapet free produk langsung pada minta coin,netral
kualitas produk kualitasnya bagus saya emang selalu pake produk scarlet dari akhir tahun kemaren kali ini saya videoin unboxingnya soalnya kemaren ada kejadian yg kur,negatif
sesuai walapun gk terkirim,netral
bagus produknya berkhasiat sesuai dengan iklannya cocok untuk semua jenis kulit recommended,positif
ini sudah yang ke dua kali saya beli beneran bagus produk nya cocok juga untuk olah raga tidak perih ke mata kalau kena keringat cara aplikasi nya simple,positif
datang tepat waktu warna sesuai yg di minta,netral
kualitas produk oke pengiriman tepat waktu kurir ramah seler baik fast respon ramah banget pengemasan oke bnget pokoknya aman bnget deh pke plastik tebel abis itu p,negatif
harga nya murah bangetttttt,netral
respon dan pengiriman yg cepat tq,netral
kualitas mustika ratu emang the best dan pengirimannya cepat sekali puas bgt belanja disini,positif
cepat banget meredakan jerawat mantapp,netral
barang sesuai ga sangka cepet banget sampenya bener2 recomended,netral
bahannya ringan dipakenya langsung meresap terimakasih seller,netral
ok good,netral
baguss packaging aman barang cepat sampai dan gak ngecewain suka banget wanginya persis sama wangi body lotion yang jolly nya juga,negatif
alhamdulillah produk sampai dengan baik terimakasih,netral
pliiissssssss wanginya enak parah yg dreamy kaya jasmine teh yg velvet manis,negatif
pesanan sesuai dan cpt sampainya mksh,netral
barang sampai dalam keadaan baik packing nya aman barang sesuai deskripsi bagus dan harganya sangat bersaing respon selker cepat pengiriman tepat waktu next b,positif
sesuai dengan diskripsi,netral
paket telah diterima dengan baik thanks garnier dan toped diskon diperbesar lagi lah,netral
parfum kecintaan akuuuu aku tipe orang yg susah banget nyari prfum yg pas di aku soalnya aku suka enek mual bikin kepala pusing bau parfum yg ga pass dan fina,negatif
,netral
pesanan sudah sampai cepat sekali pengirimannya terima kasih,netral
suka banget sama sampo ini ngurangin rontok kulit kepala juga jadi ga berminyak,netral
bagus banget sesuai dengan yang di pesan cuma dapat harga segitu saja ga nyala banget dapet sebagus ini,positif
barang original packing rapi,netral
bagus,positif
ringan dikulit ngga berminyak langsung meresap ngga lengket,netral
mantappp dah bau nya wangi bangettt,negatif
barang sudah diterima pengiriman cepat sampai tujuan terima kasih,netral
kritik pelayanan baik pengemasan aman sampai tujuan pengiriman tepat waktu dan produk sesuai dengan deskripsi saran tetap ditingkatkan pelayanam pemgirman dan,netral
packing aman pengiriman cepat mudah pengaplikasian,netral
best fasial soap recommended,netral
bau nya enak bangett,negatif
tekstur ringan cocok untuk kulit berjerawat awalnya ragu buat check out takut yang dateng ga sesuai ternyata yang dateng bener asli mana murah banget dapet harga,netral
pengiriman cepat dan tepat waktu harganya oke dapat diskon packing aman dan rapih kurir sopan expiry date produk masih lama makasih,netral
keren,netral
wanginya mewah dan nempel banget aku suka harganya pun murah tapi kualitas gak kaleng,negatif
bagus untuk kulit,positif
awalnya sih ga mau beli produk lokal soalnya banyak yg overclaim tapi berhubung somethinc trmasuk yg bagus dicoba beli eh bneran bisa bikin calm kulit yg lagi gatel2,positif
goooddddddd,netral
pas habis bgt pesen dan delivery cepat itu memuaskan,netral
belum coba semoga sebaik varian lainnya,netral
meremajakan kulit wajah packing aman respon cepat,netral
paket datang dengan selamat sudah cocok pakai sunscreen azarine mudah2 an selalu dapat promo,netral
packingan rapih pengiriman cepat,netral
kualitas produk bagus harga produk bagus pengiriman bagus makasih seller,positif
baik enak wangi semprotan bekerja dg baik,netral
semoga cocok baru pertama kali pake soalnyaa,netral
pesenan udah sampe dengan aman dan selamat packingnya juga aman karna pake bubble wrap barangnya ga ada yg cacat ga ragu soal keasliannya kalo disini mah makasih sell,netral
barang sudah sampai dengan selamat pengiriman cepat tanpa cacat terima kasih,netral
packingannya amann pollll parfumnya mevvah bgt wanginya oooey jd pengen cobain semua variannya,negatif
its not plumping and a bit sticky as for the moisturizing part i am not yet sure,netral
baru beli ini semoga bisa menurunkan bb gara lutut makin ngilu kalo jalan keren seller pengiriman express abiss terimakasih banyak,netral
wrn tdk sesuai lbh light lbh pinky lbh glitery tdk sesuai dg ekspektasi,netral
mantapp wangiii bgttt sampe org pada nanyaain wangii darii manaa nihh packingg jugaa amann puolll bakal jadi parfum kesayangan nih,negatif
bahan ringan gampang diserap cocok,netral
bahan ringan mudah meresap harga terjangkau,netral
barang sesuai dengan deskripsi pengiriman cepat pengemasan barang bagus terima kasih,positif
suka sama warnanya tp teksturnya buat saya terlalu cepat ngeset dan after nya terasa sedikit kering waterproof nya bagus dipake makan masih ada tp ttep perlu touchup d,positif
